State,Education,TimeFrame,Data
Louisiana,Associate's Degree,2018,173000
Louisiana,Bachelor's Degree,2018,406000
Louisiana,Graduate degree,2018,194000
Louisiana,Associate's Degree,2017,161000
Louisiana,Bachelor's Degree,2017,396000
Maine,Not a high school graduate,2000,78000
Maine,High school diploma or GED,2000,372000
Maine,Associate's Degree,2000,65000
Maine,Bachelor's Degree,2000,108000
Maine,Graduate degree,2000,57000
Maine,Not a high school graduate,2001,76000
Maine,High school diploma or GED,2001,395000
Maine,Associate's Degree,2001,63000
Maine,Bachelor's Degree,2001,116000
Maine,Graduate degree,2001,55000
Maine,Not a high school graduate,2002,67000
Maine,High school diploma or GED,2002,395000
Maine,Associate's Degree,2002,64000
Maine,Bachelor's Degree,2002,126000
Maine,Graduate degree,2002,57000
Maine,Not a high school graduate,2003,61000
Maine,High school diploma or GED,2003,387000
Maine,Associate's Degree,2003,64000
Maine,Bachelor's Degree,2003,132000
Maine,Graduate degree,2003,61000
Maine,Not a high school graduate,2004,60000
Maine,High school diploma or GED,2004,388000
Maine,Associate's Degree,2004,67000
Maine,Bachelor's Degree,2004,137000
Maine,Graduate degree,2004,58000
Maine,Not a high school graduate,2005,54000
Maine,High school diploma or GED,2005,397000
Maine,Associate's Degree,2005,74000
Maine,Bachelor's Degree,2005,132000
Maine,Graduate degree,2005,62000
Maine,Not a high school graduate,2006,56000
Maine,High school diploma or GED,2006,404000
Maine,Associate's Degree,2006,71000
Maine,Bachelor's Degree,2006,134000
Maine,Graduate degree,2006,66000
Maine,Not a high school graduate,2007,52000
Maine,High school diploma or GED,2007,394000
Maine,Associate's Degree,2007,75000
Maine,Bachelor's Degree,2007,138000
Maine,Graduate degree,2007,70000
Maine,Not a high school graduate,2008,53000
Maine,High school diploma or GED,2008,408000
Maine,Associate's Degree,2008,75000
Maine,Bachelor's Degree,2008,131000
Maine,Graduate degree,2008,63000
Maine,Not a high school graduate,2009,48000
Maine,High school diploma or GED,2009,394000
Maine,Associate's Degree,2009,72000
Maine,Bachelor's Degree,2009,138000
Maine,Graduate degree,2009,68000
Maine,Not a high school graduate,2010,48000
Maine,High school diploma or GED,2010,397000
Maine,Associate's Degree,2010,75000
Maine,Bachelor's Degree,2010,137000
Maine,Graduate degree,2010,69000
Maine,Not a high school graduate,2011,47000
Maine,High school diploma or GED,2011,388000
Maine,Associate's Degree,2011,72000
Maine,Bachelor's Degree,2011,141000
Maine,Graduate degree,2011,77000
Maine,Not a high school graduate,2012,44000
Maine,High school diploma or GED,2012,396000
Maine,Associate's Degree,2012,75000
Maine,Bachelor's Degree,2012,138000
Maine,Graduate degree,2012,68000
Maine,Not a high school graduate,2013,43000
Maine,High school diploma or GED,2013,388000
Maine,Associate's Degree,2013,80000
Maine,Bachelor's Degree,2013,137000
Maine,Graduate degree,2013,70000
Maine,Not a high school graduate,2014,44000
Maine,High school diploma or GED,2014,377000
Maine,Associate's Degree,2014,78000
Maine,Bachelor's Degree,2014,150000
Maine,Graduate degree,2014,68000
Maine,Not a high school graduate,2015,47000
Maine,High school diploma or GED,2015,372000
Maine,Associate's Degree,2015,78000
Maine,Bachelor's Degree,2015,145000
Maine,Graduate degree,2015,68000
Maine,Not a high school graduate,2016,43000
Maine,High school diploma or GED,2016,371000
Maine,Associate's Degree,2016,76000
Maine,Bachelor's Degree,2016,144000
Maine,Graduate degree,2016,75000
Maine,Not a high school graduate,2017,43000
Maine,High school diploma or GED,2017,352000
Maine,Associate's Degree,2017,81000
Maine,Bachelor's Degree,2017,149000
Maine,Graduate degree,2017,79000
Maine,Not a high school graduate,2018,40000
Maine,High school diploma or GED,2018,365000
Maine,Associate's Degree,2018,76000
Maine,Bachelor's Degree,2018,152000
Maine,Graduate degree,2018,74000
Maryland,Not a high school graduate,2000,336000
Maryland,High school diploma or GED,2000,1363000
Maryland,Associate's Degree,2000,177000
Maryland,Bachelor's Degree,2000,552000
Maryland,Graduate degree,2000,410000
Maryland,Not a high school graduate,2001,311000
Maryland,High school diploma or GED,2001,1345000
Maryland,Associate's Degree,2001,183000
Maryland,Bachelor's Degree,2001,593000
Maryland,Graduate degree,2001,423000
Maryland,Not a high school graduate,2002,336000
Maryland,High school diploma or GED,2002,1366000
Maryland,Associate's Degree,2002,183000
Maryland,Bachelor's Degree,2002,597000
Maryland,Graduate degree,2002,436000
Maryland,Not a high school graduate,2003,294000
Maryland,High school diploma or GED,2003,1368000
Maryland,Associate's Degree,2003,209000
Maryland,Bachelor's Degree,2003,612000
Maryland,Graduate degree,2003,471000
Maryland,Not a high school graduate,2004,294000
Maryland,High school diploma or GED,2004,1373000
Maryland,Associate's Degree,2004,194000
Maryland,Bachelor's Degree,2004,619000
Maryland,Graduate degree,2004,480000
Maryland,Not a high school graduate,2005,298000
Maryland,High school diploma or GED,2005,1376000
Maryland,Associate's Degree,2005,205000
Maryland,Bachelor's Degree,2005,620000
Maryland,Graduate degree,2005,476000
Maryland,Not a high school graduate,2006,306000
Maryland,High school diploma or GED,2006,1398000
Maryland,Associate's Degree,2006,221000
Maryland,Bachelor's Degree,2006,641000
Maryland,Graduate degree,2006,504000
Maryland,Not a high school graduate,2007,301000
Maryland,High school diploma or GED,2007,1394000
Maryland,Associate's Degree,2007,216000
Maryland,Bachelor's Degree,2007,645000
Maryland,Graduate degree,2007,497000
Maryland,Not a high school graduate,2008,301000
Maryland,High school diploma or GED,2008,1418000
Maryland,Associate's Degree,2008,206000
Maryland,Bachelor's Degree,2008,648000
Maryland,Graduate degree,2008,489000
Maryland,Not a high school graduate,2009,299000
Maryland,High school diploma or GED,2009,1428000
Maryland,Associate's Degree,2009,207000
Maryland,Bachelor's Degree,2009,661000
Maryland,Graduate degree,2009,512000
Maryland,Not a high school graduate,2010,317000
Maryland,High school diploma or GED,2010,1433000
Maryland,Associate's Degree,2010,217000
Maryland,Bachelor's Degree,2010,667000
Maryland,Graduate degree,2010,529000
Maryland,Not a high school graduate,2011,291000
Maryland,High school diploma or GED,2011,1447000
Maryland,Associate's Degree,2011,218000
Maryland,Bachelor's Degree,2011,697000
Maryland,Graduate degree,2011,532000
Maryland,Not a high school graduate,2012,295000
Maryland,High school diploma or GED,2012,1453000
Maryland,Associate's Degree,2012,221000
Maryland,Bachelor's Degree,2012,686000
Maryland,Graduate degree,2012,555000
Maryland,Not a high school graduate,2013,301000
Maryland,High school diploma or GED,2013,1442000
Maryland,Associate's Degree,2013,218000
Maryland,Bachelor's Degree,2013,704000
Maryland,Graduate degree,2013,561000
Maryland,Not a high school graduate,2014,299000
Maryland,High school diploma or GED,2014,1422000
Maryland,Associate's Degree,2014,229000
Maryland,Bachelor's Degree,2014,714000
Maryland,Graduate degree,2014,578000
Maryland,Not a high school graduate,2015,295000
Maryland,High school diploma or GED,2015,1421000
Maryland,Associate's Degree,2015,224000
Maryland,Bachelor's Degree,2015,735000
Maryland,Graduate degree,2015,580000
Maryland,Not a high school graduate,2016,285000
Maryland,High school diploma or GED,2016,1415000
Maryland,Associate's Degree,2016,223000
Maryland,Bachelor's Degree,2016,720000
Maryland,Graduate degree,2016,603000
Maryland,Not a high school graduate,2017,298000
Maryland,High school diploma or GED,2017,1387000
Maryland,Associate's Degree,2017,239000
Maryland,Bachelor's Degree,2017,738000
Maryland,Not a high school graduate,2018,272000
Maryland,High school diploma or GED,2018,1363000
Maryland,Associate's Degree,2018,231000
Maryland,Bachelor's Degree,2018,750000
Maryland,Graduate degree,2018,619000
Maryland,Graduate degree,2017,604000
Massachusetts,Not a high school graduate,2000,351000
Massachusetts,High school diploma or GED,2000,1423000
Massachusetts,Associate's Degree,2000,263000
Massachusetts,Bachelor's Degree,2000,776000
Massachusetts,Graduate degree,2000,538000
Massachusetts,Not a high school graduate,2001,340000
Massachusetts,High school diploma or GED,2001,1480000
Massachusetts,Associate's Degree,2001,284000
Massachusetts,Bachelor's Degree,2001,798000
Massachusetts,Graduate degree,2001,552000
Massachusetts,Not a high school graduate,2002,331000
Massachusetts,High school diploma or GED,2002,1487000
Massachusetts,Associate's Degree,2002,282000
Massachusetts,Bachelor's Degree,2002,808000
Massachusetts,Graduate degree,2002,546000
Massachusetts,Not a high school graduate,2003,315000
Massachusetts,High school diploma or GED,2003,1485000
Massachusetts,Associate's Degree,2003,285000
Massachusetts,Bachelor's Degree,2003,803000
Massachusetts,Graduate degree,2003,567000
Massachusetts,Not a high school graduate,2004,308000
Massachusetts,High school diploma or GED,2004,1442000
Massachusetts,Associate's Degree,2004,294000
Massachusetts,Bachelor's Degree,2004,834000
Massachusetts,Graduate degree,2004,585000
Massachusetts,Not a high school graduate,2005,322000
Massachusetts,High school diploma or GED,2005,1448000
Massachusetts,Associate's Degree,2005,290000
Massachusetts,Bachelor's Degree,2005,804000
Massachusetts,Graduate degree,2005,583000
Massachusetts,Not a high school graduate,2006,320000
Massachusetts,High school diploma or GED,2006,1452000
Massachusetts,Associate's Degree,2006,293000
Massachusetts,Bachelor's Degree,2006,834000
Massachusetts,Graduate degree,2006,589000
Massachusetts,Not a high school graduate,2007,316000
Massachusetts,High school diploma or GED,2007,1459000
Massachusetts,Associate's Degree,2007,283000
Massachusetts,Bachelor's Degree,2007,851000
Massachusetts,Graduate degree,2007,599000
Massachusetts,Not a high school graduate,2008,315000
Massachusetts,High school diploma or GED,2008,1463000
Massachusetts,Associate's Degree,2008,290000
Massachusetts,Bachelor's Degree,2008,848000
Massachusetts,Graduate degree,2008,612000
Massachusetts,Not a high school graduate,2009,317000
Massachusetts,High school diploma or GED,2009,1474000
Massachusetts,Associate's Degree,2009,303000
Massachusetts,Bachelor's Degree,2009,876000
Massachusetts,Graduate degree,2009,627000
Massachusetts,Not a high school graduate,2010,302000
Massachusetts,High school diploma or GED,2010,1455000
Massachusetts,Associate's Degree,2010,290000
Massachusetts,Bachelor's Degree,2010,872000
Massachusetts,Graduate degree,2010,633000
Massachusetts,Not a high school graduate,2011,310000
Massachusetts,High school diploma or GED,2011,1452000
Massachusetts,Associate's Degree,2011,298000
Massachusetts,Bachelor's Degree,2011,888000
Massachusetts,Graduate degree,2011,631000
Massachusetts,Not a high school graduate,2012,295000
Massachusetts,High school diploma or GED,2012,1486000
Massachusetts,Associate's Degree,2012,291000
Massachusetts,Bachelor's Degree,2012,883000
Massachusetts,Graduate degree,2012,641000
Massachusetts,Not a high school graduate,2013,291000
Massachusetts,High school diploma or GED,2013,1463000
Massachusetts,Associate's Degree,2013,294000
Massachusetts,Bachelor's Degree,2013,898000
Massachusetts,Graduate degree,2013,668000
Massachusetts,Not a high school graduate,2014,308000
Massachusetts,High school diploma or GED,2014,1425000
Massachusetts,Associate's Degree,2014,294000
Massachusetts,Bachelor's Degree,2014,932000
Massachusetts,Graduate degree,2014,680000
Massachusetts,Not a high school graduate,2015,297000
Massachusetts,High school diploma or GED,2015,1454000
Massachusetts,Associate's Degree,2015,295000
Massachusetts,Bachelor's Degree,2015,924000
Massachusetts,Graduate degree,2015,692000
Massachusetts,Not a high school graduate,2016,294000
Massachusetts,High school diploma or GED,2016,1415000
Massachusetts,Associate's Degree,2016,290000
Massachusetts,Bachelor's Degree,2016,948000
Massachusetts,Graduate degree,2016,706000
Massachusetts,Not a high school graduate,2017,283000
Massachusetts,High school diploma or GED,2017,1417000
Massachusetts,Associate's Degree,2017,289000
Massachusetts,Bachelor's Degree,2017,964000
Massachusetts,Graduate degree,2017,728000
Massachusetts,Not a high school graduate,2018,285000
Massachusetts,High school diploma or GED,2018,1377000
Massachusetts,Associate's Degree,2018,284000
Massachusetts,Bachelor's Degree,2018,989000
Massachusetts,Graduate degree,2018,761000
Michigan,Not a high school graduate,2000,533000
Michigan,High school diploma or GED,2000,2859000
Michigan,Associate's Degree,2000,431000
Michigan,Bachelor's Degree,2000,833000
Michigan,Graduate degree,2000,459000
Michigan,Not a high school graduate,2001,581000
Michigan,High school diploma or GED,2001,2902000
Michigan,Associate's Degree,2001,438000
Michigan,Bachelor's Degree,2001,838000
Michigan,Graduate degree,2001,492000
Michigan,Not a high school graduate,2002,567000
Michigan,High school diploma or GED,2002,2826000
Michigan,Associate's Degree,2002,455000
Michigan,Bachelor's Degree,2002,881000
Michigan,Graduate degree,2002,450000
Michigan,Not a high school graduate,2003,481000
Michigan,High school diploma or GED,2003,2890000
Michigan,Associate's Degree,2003,469000
Michigan,Bachelor's Degree,2003,874000
Michigan,Graduate degree,2003,505000
Michigan,Not a high school graduate,2004,508000
Michigan,High school diploma or GED,2004,2887000
Michigan,Associate's Degree,2004,454000
Michigan,Bachelor's Degree,2004,873000
Michigan,Graduate degree,2004,527000
Michigan,Not a high school graduate,2005,511000
Michigan,High school diploma or GED,2005,2862000
Michigan,Associate's Degree,2005,479000
Michigan,Bachelor's Degree,2005,878000
Michigan,Graduate degree,2005,530000
Michigan,Not a high school graduate,2006,524000
Michigan,High school diploma or GED,2006,2955000
Michigan,Associate's Degree,2006,471000
Michigan,Bachelor's Degree,2006,913000
Michigan,Graduate degree,2006,515000
Michigan,Not a high school graduate,2007,519000
Michigan,High school diploma or GED,2007,2929000
Michigan,Associate's Degree,2007,484000
Michigan,Bachelor's Degree,2007,902000
Michigan,Graduate degree,2007,533000
Michigan,Not a high school graduate,2008,500000
Michigan,High school diploma or GED,2008,2928000
Michigan,Associate's Degree,2008,484000
Michigan,Bachelor's Degree,2008,893000
Michigan,Graduate degree,2008,522000
Michigan,Not a high school graduate,2009,502000
Michigan,High school diploma or GED,2009,2894000
Michigan,Associate's Degree,2009,488000
Michigan,Bachelor's Degree,2009,886000
Michigan,Graduate degree,2009,517000
Michigan,Not a high school graduate,2010,466000
Michigan,High school diploma or GED,2010,2845000
Michigan,Associate's Degree,2010,488000
Michigan,Bachelor's Degree,2010,893000
Michigan,Graduate degree,2010,511000
Michigan,Not a high school graduate,2011,471000
Michigan,High school diploma or GED,2011,2813000
Michigan,Associate's Degree,2011,493000
Michigan,Bachelor's Degree,2011,900000
Michigan,Graduate degree,2011,523000
Michigan,Not a high school graduate,2012,464000
Michigan,High school diploma or GED,2012,2778000
Michigan,Associate's Degree,2012,505000
Michigan,Bachelor's Degree,2012,907000
Michigan,Graduate degree,2012,524000
Michigan,Not a high school graduate,2013,460000
Michigan,High school diploma or GED,2013,2719000
Michigan,Bachelor's Degree,2013,923000
Michigan,Graduate degree,2013,544000
Michigan,Associate's Degree,2013,512000
Michigan,Not a high school graduate,2014,443000
Michigan,High school diploma or GED,2014,2685000
Michigan,Associate's Degree,2014,529000
Michigan,Bachelor's Degree,2014,931000
Michigan,Graduate degree,2014,562000
Michigan,Not a high school graduate,2015,442000
Michigan,High school diploma or GED,2015,2683000
Michigan,Associate's Degree,2015,531000
Michigan,Bachelor's Degree,2015,948000
Michigan,Graduate degree,2015,554000
Michigan,Not a high school graduate,2016,437000
Michigan,High school diploma or GED,2016,2667000
Michigan,Associate's Degree,2016,523000
Michigan,Bachelor's Degree,2016,962000
Michigan,Graduate degree,2016,563000
Michigan,Not a high school graduate,2017,412000
Michigan,High school diploma or GED,2017,2627000
Michigan,Associate's Degree,2017,536000
Michigan,Bachelor's Degree,2017,989000
Michigan,Graduate degree,2017,590000
Michigan,Not a high school graduate,2018,415000
Michigan,High school diploma or GED,2018,2599000
Michigan,Associate's Degree,2018,529000
Michigan,Bachelor's Degree,2018,1012000
Michigan,Graduate degree,2018,595000
Minnesota,Not a high school graduate,2000,175000
Minnesota,High school diploma or GED,2000,1370000
Minnesota,Associate's Degree,2000,214000
Minnesota,Bachelor's Degree,2000,542000
Minnesota,Graduate degree,2000,237000
Minnesota,Not a high school graduate,2001,191000
Minnesota,High school diploma or GED,2001,1387000
Minnesota,Associate's Degree,2001,247000
Minnesota,Bachelor's Degree,2001,562000
Minnesota,Graduate degree,2001,261000
Minnesota,Not a high school graduate,2002,177000
Minnesota,High school diploma or GED,2002,1352000
Minnesota,Associate's Degree,2002,238000
Minnesota,Bachelor's Degree,2002,599000
Minnesota,Graduate degree,2002,265000
Minnesota,Not a high school graduate,2003,160000
Minnesota,High school diploma or GED,2003,1344000
Minnesota,Associate's Degree,2003,255000
Minnesota,Bachelor's Degree,2003,619000
Minnesota,Graduate degree,2003,272000
Minnesota,High school diploma or GED,2004,1370000
Minnesota,Associate's Degree,2004,272000
Minnesota,Not a high school graduate,2004,169000
Minnesota,Bachelor's Degree,2004,626000
Minnesota,Graduate degree,2004,250000
Minnesota,Not a high school graduate,2005,173000
Minnesota,High school diploma or GED,2005,1342000
Minnesota,Associate's Degree,2005,293000
Minnesota,Bachelor's Degree,2005,626000
Minnesota,Graduate degree,2005,280000
Minnesota,Not a high school graduate,2006,178000
Minnesota,High school diploma or GED,2006,1364000
Minnesota,Associate's Degree,2006,302000
Minnesota,Bachelor's Degree,2006,633000
Minnesota,Graduate degree,2006,282000
Minnesota,Not a high school graduate,2007,177000
Minnesota,High school diploma or GED,2007,1376000
Minnesota,Associate's Degree,2007,303000
Minnesota,Bachelor's Degree,2007,643000
Minnesota,Graduate degree,2007,295000
Minnesota,Not a high school graduate,2008,168000
Minnesota,High school diploma or GED,2008,1373000
Minnesota,Associate's Degree,2008,309000
Minnesota,Bachelor's Degree,2008,662000
Minnesota,Graduate degree,2008,293000
Minnesota,Not a high school graduate,2009,178000
Minnesota,High school diploma or GED,2009,1365000
Minnesota,Associate's Degree,2009,315000
Minnesota,Bachelor's Degree,2009,654000
Minnesota,Graduate degree,2009,305000
Minnesota,Not a high school graduate,2010,177000
Minnesota,High school diploma or GED,2010,1363000
Minnesota,Associate's Degree,2010,325000
Minnesota,Bachelor's Degree,2010,670000
Minnesota,Graduate degree,2010,306000
Minnesota,Not a high school graduate,2011,180000
Minnesota,High school diploma or GED,2011,1348000
Minnesota,Associate's Degree,2011,338000
Minnesota,Bachelor's Degree,2011,679000
Minnesota,Graduate degree,2011,315000
Minnesota,Not a high school graduate,2012,171000
Minnesota,High school diploma or GED,2012,1331000
Minnesota,Associate's Degree,2012,348000
Minnesota,Bachelor's Degree,2012,698000
Minnesota,Graduate degree,2012,323000
Minnesota,Not a high school graduate,2013,179000
Minnesota,High school diploma or GED,2013,1314000
Minnesota,Associate's Degree,2013,348000
Minnesota,Bachelor's Degree,2013,704000
Minnesota,Graduate degree,2013,330000
Minnesota,Not a high school graduate,2014,177000
Minnesota,High school diploma or GED,2014,1301000
Minnesota,Associate's Degree,2014,362000
Minnesota,Bachelor's Degree,2014,712000
Minnesota,Graduate degree,2014,342000
Minnesota,Not a high school graduate,2015,180000
Minnesota,High school diploma or GED,2015,1282000
Minnesota,Associate's Degree,2015,366000
Minnesota,Bachelor's Degree,2015,718000
Minnesota,Graduate degree,2015,350000
Minnesota,Not a high school graduate,2016,180000
Minnesota,High school diploma or GED,2016,1268000
Minnesota,Associate's Degree,2016,378000
Minnesota,Bachelor's Degree,2016,723000
Minnesota,Graduate degree,2016,345000
Minnesota,Not a high school graduate,2017,181000
Minnesota,Graduate degree,2017,374000
Minnesota,Not a high school graduate,2018,179000
Minnesota,High school diploma or GED,2018,1223000
Minnesota,Associate's Degree,2018,384000
Minnesota,Bachelor's Degree,2018,760000
Minnesota,Graduate degree,2018,375000
Minnesota,High school diploma or GED,2017,1254000
Minnesota,Associate's Degree,2017,370000
Minnesota,Bachelor's Degree,2017,740000
Mississippi,Not a high school graduate,2000,295000
Mississippi,High school diploma or GED,2000,707000
Mississippi,Associate's Degree,2000,104000
Mississippi,Bachelor's Degree,2000,191000
Mississippi,Graduate degree,2000,90000
Mississippi,Not a high school graduate,2001,297000
Mississippi,High school diploma or GED,2001,709000
Mississippi,Associate's Degree,2001,95000
Mississippi,Bachelor's Degree,2001,189000
Mississippi,Graduate degree,2001,96000
Mississippi,Not a high school graduate,2002,295000
Mississippi,High school diploma or GED,2002,735000
Mississippi,Associate's Degree,2002,119000
Mississippi,Bachelor's Degree,2002,181000
Mississippi,Graduate degree,2002,86000
Mississippi,Not a high school graduate,2003,266000
Mississippi,High school diploma or GED,2003,766000
Mississippi,Associate's Degree,2003,107000
Mississippi,Bachelor's Degree,2003,192000
Mississippi,Graduate degree,2003,87000
Mississippi,Not a high school graduate,2004,276000
Mississippi,High school diploma or GED,2004,769000
Mississippi,Associate's Degree,2004,107000
Mississippi,Bachelor's Degree,2004,196000
Mississippi,Graduate degree,2004,97000
Mississippi,Not a high school graduate,2005,258000
Mississippi,High school diploma or GED,2005,778000
Mississippi,Associate's Degree,2005,130000
Mississippi,Bachelor's Degree,2005,194000
Mississippi,Graduate degree,2005,99000
Mississippi,Not a high school graduate,2006,270000
Mississippi,High school diploma or GED,2006,789000
Mississippi,Associate's Degree,2006,124000
Mississippi,Bachelor's Degree,2006,202000
Mississippi,Graduate degree,2006,93000
Mississippi,Not a high school graduate,2007,263000
Mississippi,High school diploma or GED,2007,793000
Mississippi,Associate's Degree,2007,123000
Mississippi,Bachelor's Degree,2007,200000
Mississippi,Graduate degree,2007,98000
Mississippi,Not a high school graduate,2008,249000
Mississippi,High school diploma or GED,2008,808000
Mississippi,Associate's Degree,2008,134000
Mississippi,Bachelor's Degree,2008,200000
Mississippi,Graduate degree,2008,103000
Mississippi,Not a high school graduate,2009,246000
Mississippi,High school diploma or GED,2009,814000
Mississippi,Associate's Degree,2009,120000
Mississippi,Bachelor's Degree,2009,203000
Mississippi,Graduate degree,2009,107000
Mississippi,Not a high school graduate,2010,246000
Mississippi,High school diploma or GED,2010,822000
Mississippi,Associate's Degree,2010,146000
Mississippi,Bachelor's Degree,2010,200000
Mississippi,Graduate degree,2010,108000
Mississippi,Not a high school graduate,2011,253000
Mississippi,High school diploma or GED,2011,811000
Mississippi,Associate's Degree,2011,144000
Mississippi,Bachelor's Degree,2011,208000
Mississippi,Graduate degree,2011,110000
Mississippi,Not a high school graduate,2012,226000
Mississippi,High school diploma or GED,2012,815000
Mississippi,Associate's Degree,2012,145000
Mississippi,Bachelor's Degree,2012,211000
Mississippi,Graduate degree,2012,112000
Mississippi,Not a high school graduate,2013,228000
Mississippi,High school diploma or GED,2013,826000
Mississippi,Associate's Degree,2013,145000
Mississippi,Bachelor's Degree,2013,208000
Mississippi,Graduate degree,2013,111000
Mississippi,Not a high school graduate,2014,227000
Mississippi,High school diploma or GED,2014,819000
Mississippi,Associate's Degree,2014,149000
Mississippi,Bachelor's Degree,2014,210000
Mississippi,Graduate degree,2014,119000
Mississippi,Not a high school graduate,2015,220000
Mississippi,High school diploma or GED,2015,814000
Mississippi,Associate's Degree,2015,157000
Mississippi,Bachelor's Degree,2015,205000
Mississippi,Graduate degree,2015,115000
Mississippi,Not a high school graduate,2016,209000
Mississippi,High school diploma or GED,2016,809000
Mississippi,Associate's Degree,2016,154000
Mississippi,Bachelor's Degree,2016,216000
Mississippi,Graduate degree,2016,119000
Mississippi,Not a high school graduate,2017,203000
Mississippi,High school diploma or GED,2017,784000
Mississippi,Graduate degree,2017,123000
Mississippi,Not a high school graduate,2018,193000
Mississippi,High school diploma or GED,2018,778000
Mississippi,Associate's Degree,2018,172000
Mississippi,Bachelor's Degree,2018,230000
Mississippi,Graduate degree,2018,130000
Mississippi,Associate's Degree,2017,171000
Mississippi,Bachelor's Degree,2017,213000
Missouri,Not a high school graduate,2000,382000
Missouri,High school diploma or GED,2000,1548000
Missouri,Associate's Degree,2000,175000
Missouri,Bachelor's Degree,2000,480000
Missouri,Graduate degree,2000,249000
Missouri,Not a high school graduate,2001,376000
Missouri,High school diploma or GED,2001,1597000
Missouri,Associate's Degree,2001,162000
Missouri,Bachelor's Degree,2001,471000
Missouri,Graduate degree,2001,261000
Missouri,Not a high school graduate,2002,356000
Missouri,High school diploma or GED,2002,1596000
Missouri,Associate's Degree,2002,183000
Missouri,Bachelor's Degree,2002,483000
Missouri,Graduate degree,2002,286000
Missouri,Not a high school graduate,2003,318000
Missouri,High school diploma or GED,2003,1606000
Missouri,Associate's Degree,2003,209000
Missouri,Bachelor's Degree,2003,504000
Missouri,Graduate degree,2003,273000
Missouri,Not a high school graduate,2004,297000
Missouri,High school diploma or GED,2004,1663000
Missouri,Associate's Degree,2004,207000
Missouri,Bachelor's Degree,2004,508000
Missouri,Graduate degree,2004,286000
Missouri,Not a high school graduate,2005,349000
Missouri,High school diploma or GED,2005,1661000
Missouri,Associate's Degree,2005,206000
Missouri,Bachelor's Degree,2005,515000
Missouri,Graduate degree,2005,278000
Missouri,Not a high school graduate,2006,357000
Missouri,High school diploma or GED,2006,1674000
Missouri,Associate's Degree,2006,220000
Missouri,Bachelor's Degree,2006,535000
Missouri,Graduate degree,2006,283000
Missouri,Not a high school graduate,2007,344000
Missouri,High school diploma or GED,2007,1692000
Missouri,Associate's Degree,2007,225000
Missouri,Bachelor's Degree,2007,539000
Missouri,Graduate degree,2007,295000
Missouri,Not a high school graduate,2008,334000
Missouri,High school diploma or GED,2008,1693000
Missouri,Associate's Degree,2008,239000
Missouri,Bachelor's Degree,2008,550000
Missouri,Graduate degree,2008,298000
Missouri,Not a high school graduate,2009,332000
Missouri,High school diploma or GED,2009,1711000
Missouri,Associate's Degree,2009,236000
Missouri,Bachelor's Degree,2009,549000
Missouri,Graduate degree,2009,312000
Missouri,Not a high school graduate,2010,335000
Missouri,High school diploma or GED,2010,1681000
Missouri,Associate's Degree,2010,246000
Missouri,Bachelor's Degree,2010,561000
Missouri,Graduate degree,2010,319000
Missouri,Not a high school graduate,2011,325000
Missouri,High school diploma or GED,2011,1683000
Missouri,Associate's Degree,2011,257000
Missouri,Bachelor's Degree,2011,570000
Missouri,Graduate degree,2011,319000
Missouri,Not a high school graduate,2012,316000
Missouri,High school diploma or GED,2012,1675000
Missouri,Associate's Degree,2012,253000
Missouri,Bachelor's Degree,2012,576000
Missouri,Graduate degree,2012,320000
Missouri,Not a high school graduate,2013,292000
Missouri,High school diploma or GED,2013,1666000
Missouri,Associate's Degree,2013,271000
Missouri,Bachelor's Degree,2013,586000
Missouri,Graduate degree,2013,324000
Missouri,Not a high school graduate,2014,300000
Missouri,High school diploma or GED,2014,1646000
Missouri,Associate's Degree,2014,267000
Missouri,Bachelor's Degree,2014,593000
Missouri,Graduate degree,2014,339000
Missouri,Not a high school graduate,2015,304000
Missouri,High school diploma or GED,2015,1630000
Missouri,Associate's Degree,2015,278000
Missouri,Bachelor's Degree,2015,593000
Missouri,Graduate degree,2015,341000
Missouri,Not a high school graduate,2016,286000
Missouri,High school diploma or GED,2016,1628000
Missouri,Associate's Degree,2016,279000
Missouri,Bachelor's Degree,2016,609000
Missouri,Graduate degree,2016,342000
Missouri,Not a high school graduate,2017,287000
Missouri,High school diploma or GED,2017,1602000
Missouri,Not a high school graduate,2018,264000
Missouri,High school diploma or GED,2018,1607000
Missouri,Associate's Degree,2018,283000
Missouri,Bachelor's Degree,2018,626000
Missouri,Graduate degree,2018,368000
Missouri,Associate's Degree,2017,277000
Missouri,Bachelor's Degree,2017,616000
Missouri,Graduate degree,2017,358000
Montana,Not a high school graduate,2000,48000
Montana,High school diploma or GED,2000,260000
Montana,Associate's Degree,2000,27000
Montana,Bachelor's Degree,2000,91000
Montana,Graduate degree,2000,34000
Montana,Not a high school graduate,2001,49000
Montana,High school diploma or GED,2001,253000
Montana,Associate's Degree,2001,33000
Montana,Bachelor's Degree,2001,92000
Montana,Graduate degree,2001,35000
Montana,Not a high school graduate,2002,42000
Montana,High school diploma or GED,2002,264000
Montana,Associate's Degree,2002,37000
Montana,Bachelor's Degree,2002,90000
Montana,Graduate degree,2002,39000
Montana,Not a high school graduate,2003,33000
Montana,High school diploma or GED,2003,272000
Montana,Associate's Degree,2003,38000
Montana,Bachelor's Degree,2003,94000
Montana,Graduate degree,2003,37000
Montana,Not a high school graduate,2004,37000
Montana,High school diploma or GED,2004,268000
Montana,Associate's Degree,2004,37000
Montana,Bachelor's Degree,2004,105000
Montana,Graduate degree,2004,39000
